dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
fiveg_nidd,1,s124336,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s160493,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s310797,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s157252,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s155797,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s170203,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s124243,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s139354,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s139056,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s125998,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s120511,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s161040,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s170503,A3_scaffolding,0.015771,1,0
fiveg_nidd,1,s121051,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s160116,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s156396,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s349660,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s174897,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s159852,A3_scaffolding,0.0429,1,0
fiveg_nidd,1,s116777,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s138901,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s349163,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s174554,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s328013,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s329238,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s350371,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s130407,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s310598,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s156510,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s120798,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s161220,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s177850,A3_scaffolding,0.012378,1,0
fiveg_nidd,1,s138572,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s117765,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s117378,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s170711,A3_scaffolding,0.033516,1,0
fiveg_nidd,1,s157537,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s126132,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s349542,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s327457,A3_scaffolding,0.0,0,0
